device_profile_id,DeviceInfo,id_30,id_31,id_33
BAC-L03 Build/HUAWEIBAC-L03|UNK|chrome 65.0 for android|UNK,BAC-L03 Build/HUAWEIBAC-L03,,chrome 65.0 for android,
SAMSUNG SM-G955U Build/R16NW|Android 8.0.0|samsung browser 7.0|2220x1081,SAMSUNG SM-G955U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081
SM-G900W8|UNK|chrome 65.0 for android|UNK,SM-G900W8,,chrome 65.0 for android,
LG-H221|UNK|chrome|UNK,LG-H221,,chrome,
SAMSUNG SM-N950U Build/NMF26X|Android 7.1.1|samsung browser 6.4|2220x1081,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.4,2220x1081
LG-H831 Build/NRD90U|Android 7.0|chrome 65.0 for android|2560x1440,LG-H831 Build/NRD90U,Android 7.0,chrome 65.0 for android,2560x1440
MacOS|Mac OS X 10_13_1|safari generic|1280x1024,MacOS,Mac OS X 10_13_1,safari generic,1280x1024
SAMSUNG SM-G570M Build/MMB29K|UNK|samsung browser 6.4|UNK,SAMSUNG SM-G570M Build/MMB29K,,samsung browser 6.4,
E2306 Build/26.3.A.1.33|UNK|chrome 65.0 for android|UNK,E2306 Build/26.3.A.1.33,,chrome 65.0 for android,
ILIUM|UNK|chrome 65.0 for android|UNK,ILIUM,,chrome 65.0 for android,
rv:37.0|Windows 7|firefox|1920x1080,rv:37.0,Windows 7,firefox,1920x1080
SM-G570M Build/NRD90M|UNK|chrome 58.0 for android|UNK,SM-G570M Build/NRD90M,,chrome 58.0 for android,
Trident/7.0|Windows 8.1|ie 11.0 for desktop|1366x767,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1366x767
LG-H850 Build/MMB29M|UNK|chrome 65.0 for android|UNK,LG-H850 Build/MMB29M,,chrome 65.0 for android,
G3123 Build/40.0.A.6.189|UNK|chrome 65.0 for android|UNK,G3123 Build/40.0.A.6.189,,chrome 65.0 for android,
VS987 Build/NRD90U|Android 7.0|chrome 65.0 for android|2560x1440,VS987 Build/NRD90U,Android 7.0,chrome 65.0 for android,2560x1440
MacOS|Mac OS X 10_10_5|chrome 65.0|1920x1200,MacOS,Mac OS X 10_10_5,chrome 65.0,1920x1200
MacOS|Mac OS X 10_10_5|chrome 65.0|1440x900,MacOS,Mac OS X 10_10_5,chrome 65.0,1440x900
Blade A510 Build/MRA58K|UNK|chrome 65.0 for android|UNK,Blade A510 Build/MRA58K,,chrome 65.0 for android,
LG-D855 Build/LRX21R|UNK|chrome 65.0 for android|UNK,LG-D855 Build/LRX21R,,chrome 65.0 for android,
SM-P350 Build/MMB29M|UNK|chrome 65.0 for android|UNK,SM-P350 Build/MMB29M,,chrome 65.0 for android,
SM-A320FL Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-A320FL Build/NRD90M,,chrome 65.0 for android,
Linux x86_64|Linux|firefox 59.0|1920x1080,Linux x86_64,Linux,firefox 59.0,1920x1080
XT1635-02|UNK|chrome 65.0 for android|UNK,XT1635-02,,chrome 65.0 for android,
SM-J500M Build/MMB29M|UNK|chrome 60.0 for android|UNK,SM-J500M Build/MMB29M,,chrome 60.0 for android,
SAMSUNG SM-G610M Build/MMB29K|UNK|samsung browser 6.4|UNK,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 6.4,
Redmi Note 3 Build/MMB29M|UNK|chrome 65.0 for android|UNK,Redmi Note 3 Build/MMB29M,,chrome 65.0 for android,
AX921 Build/MRA58K|UNK|chrome 64.0 for android|UNK,AX921 Build/MRA58K,,chrome 64.0 for android,
SM-G355M Build/KOT49H|UNK|chrome 65.0 for android|UNK,SM-G355M Build/KOT49H,,chrome 65.0 for android,
LG-X210 Build/LMY47I|UNK|chrome 60.0 for android|UNK,LG-X210 Build/LMY47I,,chrome 60.0 for android,
CHC-U03 Build/HuaweiCHC-U03|UNK|chrome 65.0 for android|UNK,CHC-U03 Build/HuaweiCHC-U03,,chrome 65.0 for android,
XT1068|UNK|chrome 62.0 for android|UNK,XT1068,,chrome 62.0 for android,
SAMSUNG SM-G950F Build/NRD90M|UNK|samsung browser 5.4|UNK,SAMSUNG SM-G950F Build/NRD90M,,samsung browser 5.4,
LG-M710 Build/NRD90U|UNK|chrome 65.0 for android|UNK,LG-M710 Build/NRD90U,,chrome 65.0 for android,
SAMSUNG-SM-G530AZ Build/LMY48B|UNK|chrome 65.0 for android|UNK,SAMSUNG-SM-G530AZ Build/LMY48B,,chrome 65.0 for android,
SAMSUNG SM-J327A Build/NRD90M|Android 7.0|samsung browser 6.4|1281x721,SAMSUNG SM-J327A Build/NRD90M,Android 7.0,samsung browser 6.4,1281x721
GRACE|UNK|chrome 65.0 for android|UNK,GRACE,,chrome 65.0 for android,
MacOS|Mac OS X 10_13_4|safari generic|5120x2880,MacOS,Mac OS X 10_13_4,safari generic,5120x2880
Le X520 Build/IEXCNFN5902303111S|UNK|chrome 65.0 for android|UNK,Le X520 Build/IEXCNFN5902303111S,,chrome 65.0 for android,
Hisense|UNK|chrome 65.0 for android|UNK,Hisense,,chrome 65.0 for android,
MacOS|Mac OS X 10_13_3|chrome 65.0|1920x1080,MacOS,Mac OS X 10_13_3,chrome 65.0,1920x1080
PMID7102DC|UNK|chrome 64.0 for android|UNK,PMID7102DC,,chrome 64.0 for android,
SM-J500H|UNK|chrome 58.0 for android|UNK,SM-J500H,,chrome 58.0 for android,
Moto G (4) Build/NPJS25.93-14-15|UNK|chrome generic|UNK,Moto G (4) Build/NPJS25.93-14-15,,chrome generic,
SAMSUNG SM-A720F Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-A720F Build/NRD90M,,samsung browser 6.4,
XT1650 Build/NPLS26.118-20-5-3|UNK|chrome 65.0 for android|UNK,XT1650 Build/NPLS26.118-20-5-3,,chrome 65.0 for android,
MacOS|Mac OS X 10_8_5|chrome 49.0|2560x1600,MacOS,Mac OS X 10_8_5,chrome 49.0,2560x1600
Windows|Windows 7|chrome 65.0|1280x800,Windows,Windows 7,chrome 65.0,1280x800
Windows|Windows Vista|chrome 49.0|1408x880,Windows,Windows Vista,chrome 49.0,1408x880
Windows|Windows 7|chrome 65.0|1024x768,Windows,Windows 7,chrome 65.0,1024x768
LG-LS777 Build/NRD90U|Android 7.0|chrome 65.0 for android|1280x720,LG-LS777 Build/NRD90U,Android 7.0,chrome 65.0 for android,1280x720
LG-SP320|Android 7.1.1|chrome 65.0 for android|1280x720,LG-SP320,Android 7.1.1,chrome 65.0 for android,1280x720
Windows|Windows 7|chrome 65.0|1584x990,Windows,Windows 7,chrome 65.0,1584x990
SM-J327P Build/MMB29M|UNK|chrome 65.0 for android|UNK,SM-J327P Build/MMB29M,,chrome 65.0 for android,
LG-X210 Build/LMY47I|UNK|chrome 65.0 for android|UNK,LG-X210 Build/LMY47I,,chrome 65.0 for android,
SAMSUNG SM-G955F Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-G955F Build/NRD90M,,samsung browser 6.4,
SAMSUNG SM-P580 Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-P580 Build/NRD90M,,samsung browser 6.4,
Windows|Windows 10|ie 11.0 for tablet|1920x1080,Windows,Windows 10,ie 11.0 for tablet,1920x1080
UNK|Linux|chrome 65.0|1921x1081,,Linux,chrome 65.0,1921x1081
SM-T330NU Build/LMY47X|UNK|chrome 65.0 for android|UNK,SM-T330NU Build/LMY47X,,chrome 65.0 for android,
Ilium L910 Build/MRA58K|UNK|chrome 65.0 for android|UNK,Ilium L910 Build/MRA58K,,chrome 65.0 for android,
HTC One A9 Build/NRD90M|UNK|chrome 65.0 for android|UNK,HTC One A9 Build/NRD90M,,chrome 65.0 for android,
SAMSUNG|Android 6.0.1|samsung browser 6.4|2560x1440,SAMSUNG,Android 6.0.1,samsung browser 6.4,2560x1440
Ilium L1120 Build/NRD90M|UNK|chrome 65.0 for android|UNK,Ilium L1120 Build/NRD90M,,chrome 65.0 for android,
Windows|Windows 7|chrome 65.0|3440x1440,Windows,Windows 7,chrome 65.0,3440x1440
Windows|Windows 10|edge 16.0|1366x767,Windows,Windows 10,edge 16.0,1366x767
MacOS|Mac OS X 10_13_2|chrome 65.0|1920x1080,MacOS,Mac OS X 10_13_2,chrome 65.0,1920x1080
Windows|Windows 10|chrome 65.0|3000x2000,Windows,Windows 10,chrome 65.0,3000x2000
MacOS|Mac OS X 10_13_3|chrome 59.0|2560x1440,MacOS,Mac OS X 10_13_3,chrome 59.0,2560x1440
MacOS|Mac OS X 10_12_6|chrome 65.0|2112x1188,MacOS,Mac OS X 10_12_6,chrome 65.0,2112x1188
Moto|UNK|chrome 65.0 for android|UNK,Moto,,chrome 65.0 for android,
iOS Device|iOS 10.3.3|chrome 65.0 for ios|2732x2048,iOS Device,iOS 10.3.3,chrome 65.0 for ios,2732x2048
SM-N950U Build/NMF26X|UNK|chrome 65.0 for android|UNK,SM-N950U Build/NMF26X,,chrome 65.0 for android,
SAMSUNG SM-G610M Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-G610M Build/NRD90M,,samsung browser 6.4,
Hisense F23 Build/NRD90M|UNK|chrome 65.0 for android|UNK,Hisense F23 Build/NRD90M,,chrome 65.0 for android,
MacOS|Mac OS X 10_13_2|chrome 65.0|1440x900,MacOS,Mac OS X 10_13_2,chrome 65.0,1440x900
Build/OPR1.170623.032|UNK|UNK|UNK,Build/OPR1.170623.032,,,
SM-G532M Build/MMB29T|UNK|chrome 57.0 for android|UNK,SM-G532M Build/MMB29T,,chrome 57.0 for android,
E6853|UNK|chrome 65.0 for android|UNK,E6853,,chrome 65.0 for android,
LG-D680 Build/KOT49I|UNK|chrome 52.0 for android|UNK,LG-D680 Build/KOT49I,,chrome 52.0 for android,
BLADE L7 Build/MRA58K|UNK|chrome 65.0 for android|UNK,BLADE L7 Build/MRA58K,,chrome 65.0 for android,
SAMSUNG SM-J727T1 Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-J727T1 Build/NRD90M,,samsung browser 6.4,
VKY-L09 Build/HUAWEIVKY-L09|UNK|chrome 65.0 for android|UNK,VKY-L09 Build/HUAWEIVKY-L09,,chrome 65.0 for android,
Windows|Windows 10|firefox 59.0|2560x1440,Windows,Windows 10,firefox 59.0,2560x1440
LG-H500 Build/LRX21Y|UNK|chrome 51.0 for android|UNK,LG-H500 Build/LRX21Y,,chrome 51.0 for android,
SM-A310M Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-A310M Build/NRD90M,,chrome 65.0 for android,
V502015|UNK|Cherry|UNK,V502015,,Cherry,
ZTE BLADE A6 Build/NMF26F|UNK|chrome 65.0 for android|UNK,ZTE BLADE A6 Build/NMF26F,,chrome 65.0 for android,
SAMSUNG SM-G610M Build/MMB29K|UNK|samsung browser 5.4|UNK,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 5.4,
Ilium LT500 Build/LMY47O|UNK|chrome 51.0 for android|UNK,Ilium LT500 Build/LMY47O,,chrome 51.0 for android,
Moto|Android 6.0.1|chrome 65.0 for android|1280x720,Moto,Android 6.0.1,chrome 65.0 for android,1280x720
rv:59.0|Android 7.0|Generic/Android 7.0|1920x1080,rv:59.0,Android 7.0,Generic/Android 7.0,1920x1080
AERIAL Build/NRD90M|UNK|chrome 65.0 for android|UNK,AERIAL Build/NRD90M,,chrome 65.0 for android,
rv:57.0|Windows 10|icedragon|1920x1080,rv:57.0,Windows 10,icedragon,1920x1080
Trident/7.0|Windows 10|ie 11.0 for desktop|1280x1023,Trident/7.0,Windows 10,ie 11.0 for desktop,1280x1023
rv:59.0|Mac OS X 10.13|firefox 59.0|2880x1800,rv:59.0,Mac OS X 10.13,firefox 59.0,2880x1800
Pixel XL Build/OPM1.171019.016|Android 8.1.0|chrome 65.0 for android|2562x1442,Pixel XL Build/OPM1.171019.016,Android 8.1.0,chrome 65.0 for android,2562x1442
MacOS|Mac OS X 10_13_1|chrome 65.0|2880x1800,MacOS,Mac OS X 10_13_1,chrome 65.0,2880x1800
MacOS|Mac OS X 10_13_4|safari generic|1440x900,MacOS,Mac OS X 10_13_4,safari generic,1440x900
rv:50.0|Mac OS X 10.13|firefox|2880x1800,rv:50.0,Mac OS X 10.13,firefox,2880x1800
iOS Device|iOS 11.3.0|mobile safari generic|1334x750,iOS Device,iOS 11.3.0,mobile safari generic,1334x750
Trident/7.0|Windows 10|ie 11.0 for desktop|1366x767,Trident/7.0,Windows 10,ie 11.0 for desktop,1366x767
MacOS|Mac OS X 10_11_5|chrome 65.0|2560x1600,MacOS,Mac OS X 10_11_5,chrome 65.0,2560x1600
4047G Build/NRD90M|UNK|chrome 56.0 for android|UNK,4047G Build/NRD90M,,chrome 56.0 for android,
VS980 4G Build/LRX22G|Android 5.0.2|chrome 63.0 for android|1920x1080,VS980 4G Build/LRX22G,Android 5.0.2,chrome 63.0 for android,1920x1080
Windows|Windows 10|firefox 59.0|2560x1080,Windows,Windows 10,firefox 59.0,2560x1080
SM-N920C Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-N920C Build/NRD90M,,chrome 65.0 for android,
UNK|Linux|chrome 60.0|1536x864,,Linux,chrome 60.0,1536x864
rv:59.0|Mac OS X 10.9|firefox 59.0|1920x1200,rv:59.0,Mac OS X 10.9,firefox 59.0,1920x1200
iOS Device|iOS 11.3.0|chrome 65.0 for ios|2048x1536,iOS Device,iOS 11.3.0,chrome 65.0 for ios,2048x1536
MotoG3 Build/MPI24.65-25|UNK|chrome 64.0 for android|UNK,MotoG3 Build/MPI24.65-25,,chrome 64.0 for android,
T1|UNK|chrome 64.0 for android|UNK,T1,,chrome 64.0 for android,
SAMSUNG-SM-G935A Build/NRD90M|Android 7.0|chrome 65.0 for android|1921x1081,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome 65.0 for android,1921x1081
MacOS|Mac OS X 10_12_4|chrome 64.0|1280x800,MacOS,Mac OS X 10_12_4,chrome 64.0,1280x800
LG-H542 Build/LRX22G|UNK|chrome 64.0 for android|UNK,LG-H542 Build/LRX22G,,chrome 64.0 for android,
SM-T377T|Android 7.1.1|chrome 65.0 for android|1280x800,SM-T377T,Android 7.1.1,chrome 65.0 for android,1280x800
MacOS|Mac OS X 10_12_6|chrome 65.0|2560x1600,MacOS,Mac OS X 10_12_6,chrome 65.0,2560x1600
ALP-L09 Build/HUAWEIALP-L09|UNK|chrome 65.0 for android|UNK,ALP-L09 Build/HUAWEIALP-L09,,chrome 65.0 for android,
XT1053 Build/LPAS23.12-21.7-1|UNK|chrome 65.0 for android|UNK,XT1053 Build/LPAS23.12-21.7-1,,chrome 65.0 for android,
KFGIWI Build/LVY48F|UNK|chrome generic|UNK,KFGIWI Build/LVY48F,,chrome generic,
MacOS|Mac OS X 10_13_4|safari generic|3360x2100,MacOS,Mac OS X 10_13_4,safari generic,3360x2100
MacOS|Mac OS X 10_9_5|chrome 64.0|1920x1080,MacOS,Mac OS X 10_9_5,chrome 64.0,1920x1080
Pixel 2 XL Build/OPM1.171019.021|Android 8.1.0|chrome 65.0 for android|2880x1442,Pixel 2 XL Build/OPM1.171019.021,Android 8.1.0,chrome 65.0 for android,2880x1442
E5606 Build/30.2.A.1.21|UNK|chrome 65.0 for android|UNK,E5606 Build/30.2.A.1.21,,chrome 65.0 for android,
Lenovo TB3-710F Build/LRX21M|UNK|opera|UNK,Lenovo TB3-710F Build/LRX21M,,opera,
GRANT|UNK|chrome 65.0 for android|UNK,GRANT,,chrome 65.0 for android,
STV100-1|Android 6.0.1|chrome 64.0 for android|2562x1442,STV100-1,Android 6.0.1,chrome 64.0 for android,2562x1442
MacOS|Mac|chrome 65.0|1440x900,MacOS,Mac,chrome 65.0,1440x900
Windows|Windows 8|chrome 65.0|1366x768,Windows,Windows 8,chrome 65.0,1366x768
Moto C Build/NRD90M.057|UNK|android webview 4.0|UNK,Moto C Build/NRD90M.057,,android webview 4.0,
Windows|Windows 8|chrome 61.0|1366x768,Windows,Windows 8,chrome 61.0,1366x768
MacOS|Mac OS X 10_9_5|chrome 65.0|2880x1800,MacOS,Mac OS X 10_9_5,chrome 65.0,2880x1800
SM-N900W8 Build/LRX21V|UNK|chrome 65.0 for android|UNK,SM-N900W8 Build/LRX21V,,chrome 65.0 for android,
SM-J320FN Build/LMY47V|UNK|chrome 65.0 for android|UNK,SM-J320FN Build/LMY47V,,chrome 65.0 for android,
SAMSUNG-SM-J120A|Android 6.0.1|chrome 64.0 for android|801x480,SAMSUNG-SM-J120A,Android 6.0.1,chrome 64.0 for android,801x480
iOS Device|iOS 11.3.0|mobile safari generic|1136x640,iOS Device,iOS 11.3.0,mobile safari generic,1136x640
moto|Android 8.0.0|chrome 65.0 for android|1920x1080,moto,Android 8.0.0,chrome 65.0 for android,1920x1080
SM-T560NU Build/NMF26X|Android 7.1.1|chrome 65.0 for android|1281x800,SM-T560NU Build/NMF26X,Android 7.1.1,chrome 65.0 for android,1281x800
Windows|Windows 10|edge 15.0|1366x767,Windows,Windows 10,edge 15.0,1366x767
MacOS|Mac|chrome 65.0|2880x1800,MacOS,Mac,chrome 65.0,2880x1800
SM-T807V|Android 6.0.1|chrome 65.0 for android|2560x1600,SM-T807V,Android 6.0.1,chrome 65.0 for android,2560x1600
MacOS|Mac OS X 10_13_3|chrome 65.0|1366x768,MacOS,Mac OS X 10_13_3,chrome 65.0,1366x768
Lenovo TB3-710F Build/LRX21M|UNK|chrome 65.0 for android|UNK,Lenovo TB3-710F Build/LRX21M,,chrome 65.0 for android,
Alcatel_5098O Build/MMB29M|UNK|chrome 65.0 for android|UNK,Alcatel_5098O Build/MMB29M,,chrome 65.0 for android,
LGL84VL Build/NRD90U|Android 7.0|chrome 65.0 for android|1280x720,LGL84VL Build/NRD90U,Android 7.0,chrome 65.0 for android,1280x720
SM-G965U Build/R16NW|Android 8.0.0|chrome 65.0 for android|2220x1081,SM-G965U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1081
Windows|Windows 10|chrome 58.0|3840x2160,Windows,Windows 10,chrome 58.0,3840x2160
Windows|Windows 10|chrome 64.0|1229x691,Windows,Windows 10,chrome 64.0,1229x691
HUAWEI CUN-L03 Build/HUAWEICUN-L03|UNK|chrome 65.0 for android|UNK,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome 65.0 for android,
SM-G9600 Build/R16NW|UNK|chrome 63.0 for android|UNK,SM-G9600 Build/R16NW,,chrome 63.0 for android,
SAMSUNG SM-A310F/A310FXXU4CRB1 Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-A310F/A310FXXU4CRB1 Build/NRD90M,,samsung browser 6.4,
Android|UNK|android browser 4.0|UNK,Android,,android browser 4.0,
SM-J700P|Android 7.1.1|chrome 65.0 for android|1280x720,SM-J700P,Android 7.1.1,chrome 65.0 for android,1280x720
COVET Build/NRD90M|UNK|chrome 65.0 for android|UNK,COVET Build/NRD90M,,chrome 65.0 for android,
SGH-M919 Build/KTU84P|UNK|chrome 65.0 for android|UNK,SGH-M919 Build/KTU84P,,chrome 65.0 for android,
SM-J327T Build/NRD90M|Android 7.0|chrome 64.0 for android|1280x720,SM-J327T Build/NRD90M,Android 7.0,chrome 64.0 for android,1280x720
ALCATEL|UNK|chrome 62.0 for android|UNK,ALCATEL,,chrome 62.0 for android,
UNK|Android|chrome 65.0|1366x768,,Android,chrome 65.0,1366x768
8062 Build/MRA58K|UNK|chrome 55.0 for android|UNK,8062 Build/MRA58K,,chrome 55.0 for android,
SM-T813 Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-T813 Build/NRD90M,,chrome 65.0 for android,
SM-J700H Build/MMB29K|UNK|chrome 65.0 for android|UNK,SM-J700H Build/MMB29K,,chrome 65.0 for android,
XT1064|UNK|chrome 54.0 for android|UNK,XT1064,,chrome 54.0 for android,
SAMSUNG SM-G955U Build/R16NW|UNK|samsung browser 7.0|UNK,SAMSUNG SM-G955U Build/R16NW,,samsung browser 7.0,
Hisense L675 Build/MRA58K|UNK|chrome 65.0 for android|UNK,Hisense L675 Build/MRA58K,,chrome 65.0 for android,
Blade V580 Build/LMY47D|UNK|chrome 61.0 for android|UNK,Blade V580 Build/LMY47D,,chrome 61.0 for android,
SM-T810 Build/NRD90M|Android 7.0|chrome 65.0 for android|2048x1536,SM-T810 Build/NRD90M,Android 7.0,chrome 65.0 for android,2048x1536
LG-H812|UNK|chrome 65.0 for android|UNK,LG-H812,,chrome 65.0 for android,
XT1225|UNK|chrome 65.0 for android|UNK,XT1225,,chrome 65.0 for android,
MI|UNK|chrome 65.0 for android|UNK,MI,,chrome 65.0 for android,
SM-T350 Build/NMF26X|Android 7.1.1|chrome 65.0 for android|1024x768,SM-T350 Build/NMF26X,Android 7.1.1,chrome 65.0 for android,1024x768
E6633|UNK|chrome 65.0 for android|UNK,E6633,,chrome 65.0 for android,
M4 SS4457-R Build/NRD90M|UNK|chrome 65.0 for android|UNK,M4 SS4457-R Build/NRD90M,,chrome 65.0 for android,
SM-J710MN Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-J710MN Build/NRD90M,,chrome 65.0 for android,
HUAWEI CAN-L01 Build/HUAWEICAN-L01|UNK|chrome 65.0 for android|UNK,HUAWEI CAN-L01 Build/HUAWEICAN-L01,,chrome 65.0 for android,
LG-D680 Build/KOT49I|UNK|chrome 65.0 for android|UNK,LG-D680 Build/KOT49I,,chrome 65.0 for android,
SM-G955U Build/NRD90M|Android 7.0|chrome 65.0 for android|2220x1081,SM-G955U Build/NRD90M,Android 7.0,chrome 65.0 for android,2220x1081
Hisense F102 Build/NRD90M|UNK|chrome 65.0 for android|UNK,Hisense F102 Build/NRD90M,,chrome 65.0 for android,
SM-G925I Build/LMY47X|UNK|chrome 65.0 for android|UNK,SM-G925I Build/LMY47X,,chrome 65.0 for android,
MYA-L03 Build/HUAWEIMYA-L03|UNK|chrome 65.0 for android|UNK,MYA-L03 Build/HUAWEIMYA-L03,,chrome 65.0 for android,
Windows|Windows 7|firefox 57.0|1600x1024,Windows,Windows 7,firefox 57.0,1600x1024
Windows|Windows 10|edge 16.0|1600x899,Windows,Windows 10,edge 16.0,1600x899
SM-A500FU Build/MMB29M|UNK|chrome 64.0 for android|UNK,SM-A500FU Build/MMB29M,,chrome 64.0 for android,
MacOS|Mac OS X 10_9_5|chrome 65.0|2560x1600,MacOS,Mac OS X 10_9_5,chrome 65.0,2560x1600
Redmi|UNK|chrome 65.0 for android|UNK,Redmi,,chrome 65.0 for android,
SAMSUNG SM-G930A Build/NRD90M|Android 7.0|samsung browser 6.4|1920x1080,SAMSUNG SM-G930A Build/NRD90M,Android 7.0,samsung browser 6.4,1920x1080
SAMSUNG SM-N950U Build/R16NW|Android 8.0.0|samsung browser 7.0|2220x1081,SAMSUNG SM-N950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081
R831L|UNK|chrome 65.0 for android|UNK,R831L,,chrome 65.0 for android,
Lenovo K33b36 Build/MMB29M|UNK|chrome 65.0 for android|UNK,Lenovo K33b36 Build/MMB29M,,chrome 65.0 for android,
Windows|Windows 10|chrome 65.0|1280x720,Windows,Windows 10,chrome 65.0,1280x720
LG-H650 Build/MRA58K|UNK|chrome 65.0 for android|UNK,LG-H650 Build/MRA58K,,chrome 65.0 for android,
Windows|Windows 7|chrome 64.0|1536x960,Windows,Windows 7,chrome 64.0,1536x960
SM-T310 Build/KOT49H|UNK|chrome 65.0 for android|UNK,SM-T310 Build/KOT49H,,chrome 65.0 for android,
SM-T550 Build/NMF26X|UNK|chrome 65.0 for android|UNK,SM-T550 Build/NMF26X,,chrome 65.0 for android,
Trident/7.0|Windows 7|ie 11.0 for desktop|1366x767,Trident/7.0,Windows 7,ie 11.0 for desktop,1366x767
Windows|Windows 7|firefox 52.0|1680x1050,Windows,Windows 7,firefox 52.0,1680x1050
CRO-L03 Build/HUAWEICRO-L03|UNK|chrome 65.0 for android|UNK,CRO-L03 Build/HUAWEICRO-L03,,chrome 65.0 for android,
MacOS|Mac OS X 10_11_6|safari generic|1600x1000,MacOS,Mac OS X 10_11_6,safari generic,1600x1000
iOS Device|iOS 11.3.0|mobile safari generic|2048x1536,iOS Device,iOS 11.3.0,mobile safari generic,2048x1536
SAMSUNG-SM-G928A Build/NRD90M|UNK|chrome 65.0 for android|UNK,SAMSUNG-SM-G928A Build/NRD90M,,chrome 65.0 for android,
rv:59.0|Android 7.0|Generic/Android 7.0|1280x720,rv:59.0,Android 7.0,Generic/Android 7.0,1280x720
SM-G930U Build/NRD90M|Android 7.0|chrome 65.0 for android|1920x1080,SM-G930U Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080
M4|UNK|chrome 65.0 for android|UNK,M4,,chrome 65.0 for android,
Nexus|UNK|chrome generic|UNK,Nexus,,chrome generic,
SAMSUNG SM-A510M Build/MMB29K|UNK|samsung browser 6.4|UNK,SAMSUNG SM-A510M Build/MMB29K,,samsung browser 6.4,
Windows|Windows 7|firefox 58.0|2560x1600,Windows,Windows 7,firefox 58.0,2560x1600
ASUS_Z017D|UNK|UNK|UNK,ASUS_Z017D,,,
SAMSUNG-SM-G900A Build/LMY47X|UNK|chrome 65.0 for android|UNK,SAMSUNG-SM-G900A Build/LMY47X,,chrome 65.0 for android,
SM-N920V Build/NRD90M|Android 7.0|chrome 65.0 for android|1921x1081,SM-N920V Build/NRD90M,Android 7.0,chrome 65.0 for android,1921x1081
SM-T580 Build/NRD90M|Android 7.0|chrome 65.0 for android|1920x1200,SM-T580 Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1200
SAMSUNG|Android 7.1.1|samsung browser 6.4|1280x800,SAMSUNG,Android 7.1.1,samsung browser 6.4,1280x800
iOS Device|iOS 11.2.5|chrome 65.0 for ios|2048x1536,iOS Device,iOS 11.2.5,chrome 65.0 for ios,2048x1536
Blade L2 Plus Build/KOT49H|UNK|chrome 65.0 for android|UNK,Blade L2 Plus Build/KOT49H,,chrome 65.0 for android,
KFDOWI Build/LVY48F|Android 5.1.1|chrome generic|1280x800,KFDOWI Build/LVY48F,Android 5.1.1,chrome generic,1280x800
XT1585 Build/NCK25.118-10.5|Android 7.0|chrome 65.0 for android|2560x1440,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 65.0 for android,2560x1440
SM-J500FN Build/MMB29M|UNK|chrome 65.0 for android|UNK,SM-J500FN Build/MMB29M,,chrome 65.0 for android,
Lenovo A6020l37 Build/LMY47V|UNK|chrome 65.0 for android|UNK,Lenovo A6020l37 Build/LMY47V,,chrome 65.0 for android,
Windows|Windows 10|chrome 65.0|1502x844,Windows,Windows 10,chrome 65.0,1502x844
SM-J727V Build/NRD90M|Android 7.0|chrome 65.0 for android|1280x720,SM-J727V Build/NRD90M,Android 7.0,chrome 65.0 for android,1280x720
MacOS|Mac OS X 10_11_3|chrome 65.0|1440x900,MacOS,Mac OS X 10_11_3,chrome 65.0,1440x900
HTC Desire 650 Build/MMB29M|UNK|chrome 56.0 for android|UNK,HTC Desire 650 Build/MMB29M,,chrome 56.0 for android,
Moto G Play Build/NPIS26.48-36-2|UNK|chrome 57.0 for android|UNK,Moto G Play Build/NPIS26.48-36-2,,chrome 57.0 for android,
Swift|UNK|chrome 65.0 for android|UNK,Swift,,chrome 65.0 for android,
SM-G935F Build/MMB29K|UNK|chrome 65.0 for android|UNK,SM-G935F Build/MMB29K,,chrome 65.0 for android,
MotoG3|UNK|chrome|UNK,MotoG3,,chrome,
Windows|Windows 7|chrome 65.0|1920x1201,Windows,Windows 7,chrome 65.0,1920x1201
MacOS|Mac OS X 10_13_4|chrome 65.0|2560x1600,MacOS,Mac OS X 10_13_4,chrome 65.0,2560x1600
